Main Title,Link,Summary,Sub Headings,Content
"2/3 of digital content creators do not fact-check, UNESCO survey reveals",https://news.un.org/en/story/2024/11/1157546,"In an age when social media dominates global information sharing, an alarming two-thirds of digital content creators are publishing unverified information to millions of followers, a landmark survey by UN educational and cultural agency UNESCO revealed on Wednesday.",Major gaps in digital verification; UNESCO launches global training initiative,"The findings come at a critical moment when social media influencers have become primary sources of news and cultural information for global audiences, yet 62 percent lack basic fact-checking practices. “Digital content creators have acquired an important place in the information ecosystem, engaging millions of people with cultural, social or political news. But many are struggling in the face of disinformation and online hate speech and calling for more training,” said UNESCO Director-General Audrey Azoulay. The UNESCO ‘Behind the screens’ survey, conducted with expertise from Bowling Green State University in the USA, examined 500 influencers across 45 countries, exposing critical gaps in content verification practices. The study found that 63 per cent of influencers lack rigorous fact-checking protocols, despite their significant impact on public discourse. The survey uncovered trends in how creators assess information credibility including 42 per cent who use social media metrics like “likes” and “shares” as primary credibility markers, while 21 per cent of respondents share content based solely on “trust in friends” who shared it. Traditional news media, despite its expertise, ranks low as a resource, with only 36.9 per cent of creators utilising mainstream journalism for verification. The digital rights landscape presented another challenge. Nearly 60 per cent of creators operate without understanding basic regulatory frameworks and international standards, leaving them vulnerable to legal risks and online harassment. While one-third report experiencing hate speech, only 20.4 per cent know how to properly report these incidents to platforms. Responding to these challenges, UNESCO and the Knight Centre for Journalism in the Americas (USA) partnered to develop the first ever-global training course for digital content creators. The innovative four-week programme has already drawn over 9,000 participants from 160 countries, offering comprehensive training in source verification, fact-checking methodology and collaboration with traditional media outlets. With 73 per cent of creators actively seeking such training, the initiative builds upon UNESCO’s broader strategy to combat digital misinformation, following their 2023 Guidelines for The Governance of Digital Platforms. By maintaining engagement with course participants after completion, UNESCO aims to foster a community of responsible digital communicators who prioritise information integrity."
Arrest warrant sought for Myanmar Commander-in-Chief for Rohingya crimes,https://news.un.org/en/story/2024/11/1157536,"The Prosecutor of the International Criminal Court (ICC) has filed an application for an arrest warrant against Senior General Min Aung Hlaing, Commander-in-Chief of Myanmar’s armed forces and Acting President, alleging his involvement in crimes against humanity targeting the Rohingya population.","Countless accounts of atrocities; First application, more to follow; Rohingya voices at the centre; No one above the law; Next steps; About the ICC","The move, announced on Wednesday, follows a comprehensive investigation by the ICC into the 2016 and 2017 waves of violence in Myanmar’s Rakhine province targeting the minority Muslim Rohingya community. “My Office has concluded that there are reasonable grounds to believe that Senior General and Acting President Min Aung Hlaing bears criminal responsibility for the crimes against humanity of deportation and persecution of the Rohingya, committed in Myanmar, and in part in Bangladesh,” ICC Prosecutor Karim Khan said in a statement. The charges stem from alleged crimes committed between 25 August and 31 December 2017 by Myanmar’s armed forces, known as the Tatmadaw, in coordination with police forces, border guards and some non-Rohingya civilians. Senior General Min Aung Hlaing has been in power since February 2021, when the military overthrew the elected government in Myanmar arresting hundreds of officials, political leaders and activists. In addition to driving over one million Rohingya to flee their homes and seek refuge in Bangladesh, there were countless accounts of atrocities, including systematic killings of some 10,000 Rohingya men, women, children and newborns. There were also horrific reports of gender-based violence against women and girls, including rape and sexual violence, and more than 300 villages were burnt to the ground. The then UN High Commissioner for Human Rights, Zeid Ra’ad al-Hussein, called the brutal campaign a “textbook example of ethnic cleansing.” “This is the first application for an arrest warrant against a high-level Myanmar government official that my Office is filing. More will follow,” Mr. Khan stated. The Prosecutor’s case is built on extensive evidence, including testimonies from insider witnesses, documentary proof and scientific and visual materials, gathered with support from states, civil society, and international organizations. Mr. Khan expressed his appreciation for the “confidence and the steadfast commitment” from the Rohingya community for their cooperation. He also noted that the support of Government of Bangladesh, and the cooperation of the UN Independent Investigative Mechanism for Myanmar (IIMM) has been essential to advancing the investigation. He also highlighted his visits to refugee camps in Cox’s Bazar, southern Bangladesh, where he engaged with survivors, youth activists and elders who shared their stories and demanded justice. “Our work, the work of the International Criminal Court, seeks to vindicate their resilience and their hope in the power of the law,” he said. During his first visit to Cox’s Bazar in February 2022, Mr. Khan announced plans to accelerate investigations and provide additional resources. He emphasized that today’s developments reflected that renewed focus. Reacting to the ICC Prosecutor’s request, Nicholas Koumjian, Head of the Independent Investigative Mechanism for Myanmar (IIMM), underscored the significance of the move in the fight for justice. “This application for an arrest warrant for the person who holds the highest military position in Myanmar sends a strong message to perpetrators that no one stands above the law,” Mr. Koumjian said. The IIMM was established by the UN Human Rights Council in 2018 to collect and preserve evidence of serious international crimes committed in Myanmar since 2011 in support of justice and accountability efforts, including potential prosecutions in national, regional, and international courts. The decision to issue the arrest warrant now rests with the ICC’s Pre-Trial Chamber I judges, who will determine if the evidence meets the threshold for action. If approved, the Prosecutor will work with the ICC Registrar to coordinate efforts for Min Aung Hlaing’s arrest. Mr. Khan reiterated his commitment to justice for the Rohingya, vowing to submit additional applications in the coming months. “We will be demonstrating, together with all of our partners, that the Rohingya have not been forgotten. That they, like all people around the world, are entitled to the protection of the law.” The International Criminal Court (ICC) is not part of the United Nations, but they have a cooperative and complementary relationship. The ICC is an independent judicial body established by the Rome Statute, which was adopted in 1998 and came into force in 2002. The Court was established to address serious international crimes and ensure accountability when national justice systems are unable or unwilling to act."
"‘Reverse dangerous cycle of escalation’ in Ukraine, UN official urges amid ballistic missile strike",https://news.un.org/en/story/2024/11/1157531,"Recent days have seen alarming signs of further escalation in the war in Ukraine, a senior UN official warned the Security Council on Wednesday, appealing for greater efforts to bring an end to Russia’s full-scale invasion of the country.",More strikes possible; Stop the suffering; A heavy price,"“The latest developments follow the already disturbing reports of troops from the Democratic People’s Republic of Korea (DPRK) being deployed to the conflict zone,” Miroslav Jenča, Assistant Secretary-General for Political and Peacebuilding Affairs, told ambassadors. He said the Ukrainian city of Dnipro was hit by a ballistic intermediate-range Russian missile on 21 November which reportedly struck an industrial area to the southwest. Ukrainian authorities reported that the missile was equipped with six warheads, each with six sub-munitions, and that it took only 15 minutes to arrive from the launch site in the Astrakhan region of Russia, some 1,000 kilometres (about 620 miles) away. Hours later, President Vladimir Putin confirmed that Russia had tested a new conventional intermediate-range missile called “Oreshnik”, and that the strike was in response to Ukraine’s use of Western supplied long-range missiles against his country. He further stated that Russia would continue testing the new missile in combat. Mr. Jenča said on Tuesday, Russian authorities signalled the likelihood of further strikes, following additional reported strikes by Ukraine using long-range missiles. “The United Nations does not have additional details on these incidents, including on the type of weapons used. However, the use of ballistic missiles and related threats are a very dangerous escalatory development,” he said. He stressed that the UN condemns all attacks on civilian targets and critical infrastructure, irrespective of the weapons system used. “We urge all parties to take immediate steps to de-escalate and to refrain from any action or rhetoric that could further intensify this war, bring more suffering to the civilian population and gravely endanger regional and international peace and security,” Mr. Jenča said. Meanwhile, Russian aerial strikes continue to wreak havoc across Ukraine. “Just yesterday, Russia reportedly launched 188 drones against 17 regions of Ukraine. This was reportedly the record number of drones deployed in a single attack,” he said. He noted that since the start of the full-scale invasion in February 2022, more than 12,000 civilians have been killed, and nearly 27,000 injured, according to the UN human rights office, OHCHR. Furthermore, relentless attacks hitting residential areas continue to cause severe damage to civilian infrastructure, further deteriorating the living conditions for millions. Mr. Jenča said the cost of the war is already too high for the people of Ukraine, and for the world, and it is growing by the day. “We must reverse the dangerous cycle of escalation,” he told the Council. “This requires genuine political will and inclusive diplomatic efforts towards a just, lasting and comprehensive peace, in line with the UN Charter, international law and General Assembly resolutions.” He concluded by underlining the UN's readiness to support such efforts."
Lebanon ceasefire deal: Displaced communities start to return home,https://news.un.org/en/story/2024/11/1157526,As the Lebanon ceasefire deal entered into force early Wednesday based on the full implementation of Security Council resolution 1701 (2006) – facilitated by UN peacekeepers UNIFIL and bolstered by an international monitoring committee – UN humanitarians committed to supporting communities uprooted by the war that have already started returning home.,Aid convoy reaches thousands in Baalbek; Committing to peace; Tedros: Implementation call; North Gaza siege passes 50 days; Nutrition crisis worsens,"""Immediately after the ceasefire came into force at 4am, residents of south Lebanon, the southern suburbs of Beirut and the Bekaa (valley) began their return after months of forced displacement,” said the UN refugee agency, UNHCR. “Heavy traffic [was] observed on the highway from Beirut to the south since the early hours of this morning.” The development comes after months of relatively low-level exchanges of fire across the UN-patrolled Blue Line separating Hezbollah armed militants in Lebanon from Israel escalated into full-blown war in September, killing thousands of civilians and uprooting more than 886,000 people, according to the UN migration agency, IOM. Amid plunging temperatures, UNHCR reported that 11 of the agency’s trucks delivered emergency supplies to 3,100 people in the eastern city of Baalbek, including blankets, mattresses, winter jackets, plastic sheets, solar lamps and sleeping mats. “We will continue working closely with local authorities and partners to provide much-needed assistance to affected people to help them stay warm and safe this winter,” the agency said. “We will continue providing essential assistance as displaced people rebuild their lives after suffering much loss and destruction.” Echoing the UN Secretary-General’s support for the ceasefire deal, UN Children’s Fund (UNICEF) Executive Director Catherine Russell highlighted the “turmoil and loss” suffered by countless non-combatants across Lebanon. “Urgent work must now begin to ensure this peace is sustained,” she said. “Children and families must be able to return to their communities safely, especially those displaced in shelters and host communities. The protection of children and their families must remain at the heart of all efforts to stabilize the situation and support recovery.” Safe and unimpeded access for humanitarians must be guaranteed too, Ms. Russell insisted, “to deliver lifesaving aid and services…particularly in the south of Lebanon, where needs are acute”. Also welcoming the ceasefire, UN World Health Organization (WHO) Director-General Tedros Adhanom Ghebreyesus called for its immediate implementation, while highlighting that the war had been “particularly destructive” to Lebanon’s health system. According to UNICEF, more than two million children are out of school because of the war which has destroyed homes and hospitals, and many have been forced to go without access to healthcare and other basic services. “This ceasefire is a chance to not only end the violence but to chart a path forward that prioritizes the safety and well-being of children and families,” Ms. Russell said. “We call on all parties to uphold their commitments, respect international law, and work with the international community to sustain peace and ensure a brighter future for children.” Meanwhile in Gaza, not a day goes by without bombardment and drone reconnaissance flights over devastated communities that are weary from more than 13 months of war, said the UN agency for Palestine refugees, UNRWA. In a fresh alert on Wednesday, UNRWA reported that some northern areas of the enclave have been under siege for more than 50 days, while missions to the north from Gaza City continue to be denied permission. Deeply worrying updates about stricken Kamal Adwan hospital in Beit Lahia have also been shared by the UN health agency, WHO, which said that as of Monday, it had just three days' supply of fuel left. ""The hospital has 55 in patients now including 13 children"" with an overall total of five in intensive care, said WHO spokesperson Dr Margaret Harris. ""The hospital is currently run simply by 12 general practitioners and 70 nurses...[It] is in dire need of emergency medical teams to relieve the overworked nurses and doctors and also to provide more specialist expertise. They also need blood units, medical supplies, food and fuel."" Dr Harris added that UNICEF had reached the hospital and delivered ready-to-use food for highly malnourished children, but that the agency was not allowed to take high energy biscuits that were part of their intended relief package. Latest nutrition data from Gaza shared by the UN aid coordination office, OCHA, indicates “clear signs of a rapidly worsening nutritional situation”. According to latest nutrition data from Gaza, between 1 and 23 November, 3,410 children have been admitted for treatment of acute malnutrition. Between July and October, a monthly average of 4,700 children were admitted for treatment. This represents 67 per cent of the 32,817 cases admitted since the beginning of the year. Even more worrying, aid teams observed “a significant increase” in admission numbers of children suffering from severe acute malnutrition. Youngsters have been showing clear signs of fluid retention, or oedema, which is a tell-tale sign of of severe hunger levels. The World Food Programme (WFP) also reported that all bakeries in central Gaza have shut down due to severe supply shortages. ""Bread is a lifeline for many families in Gaza; it’s often the only food they can access. Now, even that is slipping out of reach,"" the UN agency wrote in a post on the social media platform X."
UN welcomes ceasefire between Israel and Lebanon,https://news.un.org/en/story/2024/11/1157521,The United Nations has welcomed the announcement of a ceasefire between Israel and Lebanon.,"Agreement, a starting point; Time to deliver","In a statement issued by his spokesperson, Secretary-General António Guterres expressed hope that the agreement “can put an end to the violence, destruction and suffering the people of both countries have been experiencing.” “The Secretary-General urges the parties to fully respect and swiftly implement all of their commitments made under this agreement,” the statement noted. He also urged the parties to undertake immediate steps towards the full implementation of Security Council resolution 1701 (2006). “The UN Special Coordinator for Lebanon and the UN Interim Force in Lebanon (UNIFIL) both stand ready to support the implementation of this agreement, in line with their respective mandates,” the statement added. Separately, the UN Special Coordinator for Lebanon, Jeanine Hennis-Plasschaert, called the agreement a pivotal moment to restore safety and security for civilians on both sides of the Blue Line. “This agreement marks the starting point of a critical process, anchored in the full implementation of resolution 1701 (2006),” she said in a statement. The Security Council resolution, adopted in the aftermath of the 2006 conflict between Israel and Hezbollah, calls for a cessation of hostilities as well as respect for the “Blue Line” of separation between Israeli and Lebanese armed forces. Ms. Hennis-Plasschaert stressed that selective adherence to the resolution would no longer suffice. “The status quo ante of implementing only select provisions of resolution 1701 (2006), while paying lip service to others, will not suffice,” she warned. “Neither side can afford another period of disingenuous implementation under the guise of ostensible calm.” The Special Coordinator urged both parties to demonstrate unwavering commitment to the ceasefire agreement. She also commended them on seizing the opportunity to close “this devastating chapter”, reminding them of the work that lies ahead. “Now is the time to deliver, through concrete actions, to consolidate today’s achievement.” The ceasefire agreement comes after more than a year of heightened tensions along the Blue Line. Civilians on both sides have borne the brunt of the violence, with thousands killed and tens of thousands displaced."
General Assembly President urges collective action on Sudan as crisis deepens,https://news.un.org/en/story/2024/11/1157516,"Addressing the General Assembly on Tuesday, President Philémon Yang called for urgent collective action to address the humanitarian crisis in Sudan and stressed the shared responsibility of UN bodies to safeguard global peace and security.","Peace, a shared responsibility; Sudan’s escalating crisis; UN humanitarian efforts; Eating peanut shells to survive","He was speaking at an Assembly meeting convened following the use of veto by Russia at the Security Council earlier this month. The negative vote by the permanent Council member prevented the adoption of a draft resolution that would have strengthened measures to protect civilians and increase humanitarian access across Sudan. The country has been in freefall since the brutal power struggle erupted last April between rival militaries – the Sudanese Armed Forces (SAF) and the Rapid Support Forces (RSF). Across the country, more than 11.8 million people have been displaced from their homes, according to data maintained by the UN refugee agency, UNHCR. More than 3.1 million among them have sought shelter in neighbouring countries, sparking a regional crisis. Assembly President Yang reiterated the shared responsibility of the Security Council and the General Assembly to work collaboratively to safeguard peace and strengthen collective security. He voiced “grave concern” over the increasing use of veto power in the Council since 2022, referencing General Assembly resolution 77/262. That resolution, among others, mandated the General Assembly President to convene a meeting of the 193-member-body to discuss the situation in which the veto was cast. “This alarming trend highlights, yet again, the urgent need for the General Assembly to take initiative on critical issues of peace and security when the Security Council finds itself paralyzed and unable to fulfil its core mandate.” Mr. Yang drew attention to the deteriorating situation in Sudan, where 19 months of conflict have left almost 80 per cent of health centres in affected areas nonfunctional, and the humanitarian toll has been compounded by mounting reports of human rights violations, including sexual violence. “This suffering must end,” he said, calling for immediate dialogue, a cessation of hostilities, and sustainable conflict resolution. He also urged the international community not to let the crisis “fade into the background” amid other global conflicts. “It is equally tragic, equally urgent, and it demands action. I urge the Security Council to rise to its responsibilities and fulfil its mandate to uphold international peace and security.” Meanwhile, the UN Office for the Coordination of Humanitarian Affairs (OCHA) reported that aid efforts continue despite immense challenges. The World Food Programme (WFP) is delivering crucial supplies to Zamzam camp in North Darfur, where famine was declared nearly four months ago. A convoy arrived last Friday with vital food assistance, after entering Sudan via the Adre border crossing. A second convoy en route to Zamzam from Port Sudan has travelled 1,400 kilometres (about 870 miles) over two weeks, facing rough terrain, armed checkpoints, and conflict zones. “It is now 300 kilometres away from Zamzam. The last part of this dangerous and long journey is the most risky and unsafe,” UN spokesperson Farhan Haq told journalists at the regular news briefing at UN Headquarters, in New York. “Families at Zamzam have been resorting to extreme measures to survive because food is so scarce. They are eating crushed peanut shells that are typically used to feed animals – and across the camp, parents are mourning the deaths of malnourished children,” Mr. Haq added. Moreover, another WFP convoy has been on its way to Kadugli and Dilling in South Kordofan from Port Sudan for two weeks. Mr. Haq said that the trucks will be departing Kosti in White Nile state in the coming days for the final leg of the journey to locations in South Kordofan that have received little or no assistance since the start of the war in April 2023. Similarly, the UN Population Fund (UNFPA) has sent additional reproductive health and protection supplies to Kassala and Gedaref, where people fleeing the fighting in Al Jazirah state (also spelled Gezira) have been arriving. These supplies will support safe births and the clinical management of rape and are sufficient to meet the needs of 240,000 women and girls for three months."
UN report reveals widespread restrictions on media freedom in Afghanistan,https://news.un.org/en/story/2024/11/1157511,"In Afghanistan, journalists and media workers face challenges including arbitrary arrests, torture and severe restrictions on press freedom, according to a new United Nations report released on Tuesday.",Threats to press freedom; Female journalists face further barriers; Future implications,"The joint report by the UN Assistance Mission in Afghanistan (UNAMA) and the UN Human Rights Office, OHCHR, documented 336 cases of human rights violations against media professionals between August 2021 and September 2024. ""Journalists and media workers in Afghanistan work under unclear rules on what they can and cannot report, running the risk of intimidation and arbitrary detention for perceived criticism,” said Roza Otunbayeza, head of UNAMA. “For any country, a free press is not a choice, but a necessity. What we’re witnessing in Afghanistan is the systematic dismantling of this necessity”. The report titled Media Freedom in Afghanistan outlined 256 instances of arbitrary arrest and detention, combined with 130 cases of torture and ill-treatment. An additional 75 documented cases of threats and intimidation have created a climate of fear. UN High Commissioner for Human Rights Volker Türk emphasised the broader implications of these restrictions. ""Journalists and media workers are not just observers – they are essential to ensuring transparency and accountability, fostering informed debate,” he said, adding that they are crucial in “helping communities access vital information about humanitarian and protection issues that directly affect their lives”. The findings reveal that female media professionals face severe restrictions. Those who continue to work face discriminatory regulations affecting everything from dress codes to which stories they can cover. During the daily media briefing at UN Headquarters, Deputy Spokesperson Farhan Haq highlighted this gender dimension: “Women journalists and media workers face particular discriminatory measures that limit their ability to do their work”. Ms. Otunbayeza also urged the de facto authorities to “fully recognise the importance of women working in the media sector”. The report also warns of the broader consequences of diminishing international support for Afghanistan’s media sector. “Technical and financial support for the media sector in Afghanistan, and thereby standing behind the importance of freedom of expression and public debate is instrumental for growth of the country,” Ms. Otunbayeza concluded. Looking forward, the UN is calling on the de facto authorities to honour Afghanistan’s obligations under the International Covenant on Civil and Political Rights, which guarantees freedom of expression without discrimination. The report emphasises that free press is essential not just for transparency and accountability but for the country’s social and economic development.  “Every effort must be made to ensure that journalists and media workers, including all women are respected and protected,” Mr. Türk added. “A free and vibrant media is not a threat to stability – it is key to health and vitality of any society."
"‘The UN is not leaving Haiti,’ spokesperson affirms",https://news.un.org/en/story/2024/11/1157506,"As the security situation in Haiti’s capital Port-au-Prince rapidly worsens due to ongoing gang violence, the United Nations is adjusting its operations to ensure the continued delivery of critical humanitarian assistance.",Disproportionate impact on women and girls; Surge in child recruitment; UN's continued commitment,"In a briefing on Tuesday, UN Deputy Spokesperson Farhan Haq highlighted the deepening insecurity, noting that essential personnel from various UN agencies and the UN Mission in Haiti (BINUH) are remaining in Port-au-Prince to continue their critical activities. While the safety of staff is a priority, the UN remains fully engaged in supporting Haitian-led efforts for political transition and providing vital humanitarian aid. Programmes continue to be delivered outside the capital, reaching communities in need across the country. The UN's humanitarian response comes at a time when the crisis is having a particularly severe impact on women and girls. Marking the International Day for the Elimination of Violence against Women on Monday, the Office for the Coordination of Humanitarian Affairs (OCHA) emphasised the disproportionate toll the crisis is taking on women and girls in Haiti. Between January and October 2024, 5,400 incidents of gender-based violence were reported, though the true number is expected to be far higher. This troubling statistic is compounded by severe underfunding for services supporting survivors of gender-based violence and sexual and reproductive health. The UN Population Fund (UNFPA) has secured just 19 per cent of the funding required for this year, leaving critical gaps in support for vulnerable populations. The situation for children is equally alarming. UNICEF has reported a sharp increase in the recruitment of minors by armed gangs, with the number of child recruits rising by 70 per cent in the past year. Some children as young as eight years old have been forcibly recruited, and minors now represent between 30 and 50 per cent of all gang members. This disturbing trend is exacerbated by the closure of schools and widespread displacement, leaving children increasingly vulnerable and without protection. Despite the challenges posed by the security situation, the UN remains dedicated to supporting the Haitian people and authorities, focusing on providing essential services and assistance, especially for women and children affected by the ongoing violence. “We continue supporting the Haitian people and authorities, with critical humanitarian assistance and political support to assist Haitian-led efforts to successfully carry out the political transition,” Mr. Haq further emphasised."
Security Council urged to ensure greater protection of humanitarian workers,https://news.un.org/en/story/2024/11/1157496,"With 2024 the deadliest year for aid workers on record, the Security Council must clearly condemn attacks against them and ensure accountability for perpetrators, a senior official with the UN humanitarian affairs office, OCHA, said on Tuesday.",Gaza conflict drives surge; Call for protection; Accountability for crimes; Take action now; Targeted and collateral violence,"Lisa Doughten was addressing Ambassadors at a Council briefing on preventing and responding to attacks against humanitarian and UN personnel, in line with resolution 2730 (2024), adopted in May. “As we look to the next steps on resolution 2730, we urge this Council to champion action that protects humanitarian and UN personnel; ensures accountability for those who harm them; and helps survivors and families to rebuild their lives,” she said. To date, 282 aid workers have been killed this year in places such as Gaza and Sudan, according to Humanitarian Outcomes, the independent research group that maintains a database of all major incidents stretching back to the 1990s. Other colleagues have been injured, kidnapped, attacked and arbitrarily detained, and most victims are overwhelmingly local staff. Ms. Doughten said much of the unprecedented surge in casualties is due to the situation in Gaza. Since the war began last October, more than 330 humanitarian workers have lost their lives, mostly staff with the UN agency that assists Palestine refugees, UNRWA. “These numbers signal a disturbing lack of regard for the lives of civilians and humanitarian and UN workers. There is no situation in recent history that compares,” she said. “So, as we gather today, seeking specific actions that the Security Council and the wider UN membership could take to increase the protection of aid workers, my first message is this: Please help protect my colleagues in Gaza.” Despite the very real dangers, humanitarian and UN personnel continue to stay and deliver, and have provided life-saving support to more than 116 million people worldwide this year. They must be protected, Ms. Doughten stressed. While welcoming resolution 2730, she highlighted the critical need for the Council to clearly condemn attacks against aid workers. “Our partners want to see renewed, unequivocal political support from the Security Council and Member States for aid workers and their safety,” she said. “They want you to use diplomatic and economic pressure to force respect for international law. They demand, as does the Secretary-General, an end to arms transfers to anyone violating international law.” UN partners are also concerned by the lack of accountability for perpetrators of crimes against humanitarian workers, and how this emboldens further offences. “They want to see more systematic and universal accountability for serious violations,” she continued.  “They want Member States to fight impunity with political will and action, including through legislation that ensures accountability for crimes against humanitarian workers – both international and domestic.” Aid partners also want the Council to do more to ensure accountability, she added. This includes encouraging international cooperation to facilitate investigations and prosecutions, and where national jurisdictions fail, to establish international mechanisms or refer matters to the International Criminal Court (ICC). The final area for action concerns supporting humanitarians who have suffered harm.  Measures include allowing survivors to directly participate in global discussions, including at the Council, as well as reparations and legal aid. The head of the UN Department for Safety and Security (UNDSS), Gilles Michaud, stated that resolution 2730 has never been more vital. He reported that today, UN field operations face greater complexity, greater needs in more high-risk areas and threats to UN and aid personnel, including from State actors. “Let me be clear. My biggest concern is a profound lack of accountability for violence against humanitarians and UN personnel. And this is where, now more than ever, we need you to take action,” he told ambassadors. Mr. Michaud noted that host countries and UN Member States hold primary responsibility for the safety and security of the Organization’s personnel and the protection of its premises. He urged all States to join the Convention on the Safety of UN and Associated Personnel and its Optional Protocol, and fully implement them. Abby Stoddard is a partner and director at Humanitarian Outcomes, which compiles the Aid Worker Security Database. She said 30 years ago, fatal attacks on aid workers were not common. Back then, the main threats they faced were accidents and illnesses, but “today, it is violence – both collateral and targeted – which claims more aid worker lives than any other work-related cause.” She noted that 2023 was the deadliest year ever recorded, with 280 fatalities, but 2024 has already exceeded that “awful total”. Ms. Stoddard echoed the calls made for greater protection and accountability."
"World leaders adopt peace pledge amid wars in Gaza, Lebanon and beyond",https://news.un.org/en/story/2024/11/1157491,"World leaders adopted a bold, forward-looking declaration on Tuesday at a global forum to advance peace as war rages on, from Gaza and Lebanon to Sudan and Ukraine.",Highlights of the Cascais Declaration; War in Gaza is not civilization; ‘We must raise our vision’; ‘Rebuilding trust is essential’; Next step: A global alliance for peace,"Harnessing the power of artificial intelligence (AI) and combatting hate speech and mis- and disinformation are part of the plan to bolster peace and mutual understanding as Heads of State and Government, including kings, presidents and prime ministers from Cabo Verde, Senegal and Spain, unanimously adopted the Cascais Declaration. Named for the city hosting the UN Alliance for Civilizations 10th Global Forum from 25 to 27 November, the declaration outlines a range of actions and focuses on solutions to a current landscape of eroding trust and rising antisemitism, nationalism and online hate. “These are very difficult times,” said UN Secretary-General António Guterres at the forum’s opening session. “In such a scenario, we need peace” now, in Gaza, Lebanon, Sudan and Ukraine and beyond. The adoption of the declaration is the centrepiece of the 10th Global Forum, which included a dynamic youth forum and film festival on Monday, its Intercultural Innovation Hub ceremony on Tuesday and vibrant panels throughout, tackling current challenges, from a spike in antisemitism to the power of young people. “We need voices and actions across all levels,” including in communities, online and across cultures and institutions, using all tools available, Mr. Guterres said. The 25-paragraph declaration spotlighted a set of innovative actions and keys to unleashing this badly needed peace. It noted the potential use of AI as a tool to advance intercultural and inter-religious dialogue and stressed the importance of combatting disinformation, misinformation and hate speech while strengthening information integrity. The Cascais Declaration also stressed the importance of intergenerational dialogue for peace, sustainable development and human rights; noted the contribution of “sports diplomacy” as a tool for promoting dialogue and emphasised the need to support and strengthen the role of women as negotiators, mediators and peacemakers. By its provisions, world leaders and partners pledged to: The declaration also stressed the importance of encouraging the implementation of the UN Plan of Action to safeguard religious sites and called for the implementation of recommendations and commitments that will be made at the UN Global Conference on Safeguarding Religious Sites, to be convened on Wednesday during the 10th Global Forum. Ahead of the declaration’s adoption, the UN chief and world leaders took the floor, including Prime Minister Aminata Touré of Senegal, who drew attention to the ongoing devastating war in Gaza. “As we witness what is happening in Gaza, with more than 42,000 victims, mostly civilians, what does civilization mean in such context?” she asked. “Is civilization about ‘you kill one of mine, I’ll kill 34.16 of yours,’ which is, so far, the retaliation rate of Israel against the unacceptable, widely condemned attacks of October 2023. Don’t the unbearable scenes we see on television make any discussion on civilization look out of touch?” She said there is no other way to deal with civilization than discussion based on equal rights embedded in the UN Charter and international framework. King Don Felipe VI of Spain told delegates that “in the 21st century, diplomacy is a tool of peace, but its traditional tools are outdated and must be supplemented with new spheres of action, more boldness, creativity and pragmatism.” “We must raise our vision to more deeply understand what unites us,” King Don Felipe VI said. “The Alliance of Civilizations is the implementation of what is known as the diplomacy of values, tearing down walls and building bridges,” he added. “Our actions must go beyond conference rooms, to school, places where people gather and the marketplace.” In this regard, he said, social media is potential as a catalyst in this regard, he said, pointing to the Alliance’s Youth Solidarity Fund, which was featured on day one of the 10th Global Forum. Still, a great deal more needs to be done, he said. At a time when dehumanisation is a growing problem, he emphasised that efforts must aim at eliminating stereotypes and ensuring that the wealth of human diversity is beneficial for everyone. In a similar vein, UN Secretary-General Guterres said that the absence of peace is leading to an erosion of trust, making the Alliance of Civilizations’s work more important than ever before. “Rebuilding trust is our essential task,” he said. “Hate-filled frenzies are perpetuating stereotypes and misconceptions,” the UN chief said. Unchecked digital platforms and AI have endowed hate speech with a speed and reach unseen before. We must rein in hate speech and disinformation spreading online.” The Alliance’s High Representative Miguel Ángel Moratinos renewed a call for an alliance for peace to put an end to violence and extremism and wars in the 21st century. “Biodiversity needs to be protected, but what about human diversity?” he asked. “We need to make peace with nature, and we need to make peace with ourselves,” he said, emphasising that the Alliance is the best platform to do so. Stay tuned for more updates as the 10th Global Forum continues, with the Intercultural Innovation Hub ceremony taking place later on Tuesday and sessions convening through Wednesday on current issues, from sports diplomacy and religious mediation for peace to the soft power of AI and leveraging the role of women peacemakers. How do you make peace? There are dozens of grassroots examples from around the world that will be on stage on Tuesday evening at a ceremony on the sidelines of the 10th Global Forum, hosted by the Intercultural Innovation Hub, an initiative driven by the UN Alliance of Civilizations and car giant the BMW Group with support from the tech company Accenture. Gift Chansa, co-founder and artistic director of Circus Zambia is working for social change, starting in the crime-ridden neighbourhood of Chibolya outside the capital, Lusaka, where he grew up. “The vision is to make young people realise they have the power to change their circumstances and to know that where you come from doesn’t determine where you go,” he told UN News. This year, Circus Zambia is among 10 non-governmental organizations from around the world who will be recognised at the ceremony. Ilka Horstmeier, of the BMW Group, said Circus Zambia is an excellent example of spreading the messages of the UN Alliance of Civilizations across the world. “They really make it happen for young kids,” she said. “With circus activities, they build up trust in themselves. We really have to invest in these kids. They are the future.”"
